Mayer–Vietoris sequence,{\displaystyle \dotsb \to \mathrm {H} _{n+1}(X)\xrightarrow {\partial _{*}} H_{n}(A\cap B)\xrightarrow {\binom {i_{*}}{j_{*}}} \mathrm {H} _{n}(A)\oplus \mathrm {H} _{n}(B)\xrightarrow {k_{*}-l_{*}} \mathrm {H} _{n}(X)\xrightarrow {\partial _{*}} \mathrm {H} _{n-1}(A\cap B)\to \dotsb },1891-06-04T00:00:00Z,Austria
Schottky's theorem,"{\displaystyle \log |f(z)|\leq {\frac {1+|z|}{1-|z|}}(7+\max(0,\log |f(0)|))}",1851-07-24T00:00:00Z,Poland
tautological one-form,{\displaystyle \theta =\sum _{i}p_{i}dq^{i}},1854-04-29T00:00:00Z,France
derived category,{\displaystyle AXA^{H}-X+Q=0},1928-03-28T00:00:00Z,Germany
Lipschitz domain,{\displaystyle B_{r}(p)=\{x\in \mathbb {R} ^{n}|\|x-p\|<r\}},1832-05-14T00:00:00Z,Prussia
Poincaré inequality,{\displaystyle \|u\|_{L^{p}(\Omega )}\leq C\|\nabla u\|_{L^{p}(\Omega )}},1854-04-29T00:00:00Z,France
Noether inequality,{\displaystyle p_{g}\leq {\frac {1}{2}}c_{1}(X)^{2}+2},1844-09-24T00:00:00Z,Germany
Lagrange's theorem,"{\displaystyle \left|G\right|=\left[GH\right]\cdot \left|H\right|{\mbox{,}}}",1736-01-25T00:00:00Z,Italy
Killing spinor,{\displaystyle \nabla _{X}\psi =\lambda X\cdot \psi },1847-05-10T00:00:00Z,Germany
Coulomb gauge,{\displaystyle \nabla \cdot {\vec {A}}=0},1736-06-14T00:00:00Z,France
Lerch zeta function,"{\displaystyle L(\lambda ,\alpha ,s)=\sum _{n=0}^{\infty }{\frac {e^{2\pi i\lambda n}}{(n+\alpha )^{s}}}}",1860-02-20T00:00:00Z,Czech Republic
Ramanujan–Soldner constant,{\displaystyle \mu :\int _{0}^{\mu }{\frac {dt}{\ln t}}=0},1887-12-22T00:00:00Z,India
Nyquist stability criterion,{\displaystyle T(s)={\frac {kG(s)}{1+kG(s)}}},1889-02-07T00:00:00Z,Sweden
Klein–Gordon equation,{\displaystyle {\frac {1}{c^{2}}}{\frac {\partial ^{2}}{\partial t^{2}}}\psi -\nabla ^{2}\psi +{\frac {m^{2}c^{2}}{\hbar ^{2}}}\psi =0},1894-09-15T00:00:00Z,Sweden
Hardy space,"{\displaystyle \operatorname {H} ^{p}=\left\{f\colon \{z\in \mathbb {C} \colon |z|<1\}\to \mathbb {C} \colon \sup _{r\in [0,1)}{\sqrt[{p}]{{\frac {1}{2\pi }}\oint |f(r\exp \mathrm {i} \theta )|^{p}\,\mathrm {d} \theta }}<\infty \right\}}",1877-02-07T00:00:00Z,United Kingdom
Hardy's inequality,{\displaystyle \sum _{n=1}^{\infty }\left({\frac {a_{1}+a_{2}+\cdots +a_{n}}{n}}\right)^{p}<\left({\frac {p}{p-1}}\right)^{p}\sum _{n=1}^{\infty }a_{n}^{p}},1877-02-07T00:00:00Z,United Kingdom
Bhabha scattering,{\displaystyle e^{+}e^{-}\rightarrow e^{+}e^{-}},1909-10-30T00:00:00Z,India
Sobolev inequality,"{\displaystyle \left(1\leq p\leq p^{*}<\infty \land {\frac {1}{p^{*}}}-{\frac {k^{*}}{n}}={\frac {1}{p}}-{\frac {k}{n}}\right)\implies \operatorname {W} ^{k,p}(\mathbb {R} ^{n})\subseteq \operatorname {W} ^{k^{*},p^{*}}(\mathbb {R} ^{n})}",1908-10-06T00:00:00Z,Russia
Yang–Mills theory,"{\displaystyle S=\int \mathrm {d} ^{d}x\,\left(-{\frac {1}{2}}\operatorname {Tr} (F^{2})\right)=\int \mathrm {d} ^{d}x\left(-{\frac {1}{4}}F^{a\mu \nu }F_{\mu \nu }^{a}\right)}",1922-10-01T00:00:00Z,Yuan dynasty
Stefan-Boltzmann constant,{\displaystyle \sigma ={\frac {2\pi ^{5}k_{\mathrm {B} }^{4}}{15h^{3}c^{2}}}},1844-02-20T00:00:00Z,Austria
Azuma's inequality,"{\displaystyle |X_{k}-X_{k-1}|<c_{k},}",1914-06-12T00:00:00Z,Russia
Chebyshev equation,{\displaystyle (1-x^{2}){\frac {d^{2}y}{dx^{2}}}-x{\frac {dy}{dx}}+p^{2}y=0},1821-05-16T00:00:00Z,Russia
Barlow's formula,{\displaystyle P={\frac {2St}{D}}},1620-01-01T00:00:00Z,France
Yang–Mills theory,"{\displaystyle S=\int \mathrm {d} ^{d}x\,\left(-{\frac {1}{2}}\operatorname {Tr} (F^{2})\right)=\int \mathrm {d} ^{d}x\left(-{\frac {1}{4}}F^{a\mu \nu }F_{\mu \nu }^{a}\right)}",1922-10-01T00:00:00Z,Tang dynasty
Malus' law,{\displaystyle I=I_{0}\cos ^{2}\theta },1775-07-23T00:00:00Z,France
Yang–Mills theory,"{\displaystyle S=\int \mathrm {d} ^{d}x\,\left(-{\frac {1}{2}}\operatorname {Tr} (F^{2})\right)=\int \mathrm {d} ^{d}x\left(-{\frac {1}{4}}F^{a\mu \nu }F_{\mu \nu }^{a}\right)}",1922-10-01T00:00:00Z,Song dynasty
Yang–Mills theory,"{\displaystyle S=\int \mathrm {d} ^{d}x\,\left(-{\frac {1}{2}}\operatorname {Tr} (F^{2})\right)=\int \mathrm {d} ^{d}x\left(-{\frac {1}{4}}F^{a\mu \nu }F_{\mu \nu }^{a}\right)}",1922-10-01T00:00:00Z,Qing dynasty
Rothe–Hagen identity,{\displaystyle \sum _{k=0}^{n}{\frac {x}{x+kz}}{x+kz \choose k}{\frac {y}{y+(n-k)z}}{y+(n-k)z \choose n-k}={\frac {x+y}{x+y+nz}}{x+y+nz \choose n}},1847-03-06T00:00:00Z,Austria
Viviani's curve,{\displaystyle x^{2}+y^{2}+z^{2}=4a^{2}},1622-04-05T00:00:00Z,Italy
Farkas' lemma,"{\displaystyle {\begin{aligned}\forall A\in &\mathbb {R} ^{m\times n},\forall \mathbf {b} \in \mathbb {R} ^{n},{\text{exactly one of the following is true:}}\\&{\begin{aligned}&\exists \mathbf {x} \in \mathbb {R} ^{n}:\mathbf {Ax} =\mathbf {b} \wedge \mathbf {x} \geq 0\\&\exists \mathbf {y} \in \mathbb {R} ^{m}:\mathbf {A} ^{\top }\mathbf {y} \geq 0\wedge \mathbf {b} ^{\top }\mathbf {y} <0\end{aligned}}\end{aligned}}}",1847-03-28T00:00:00Z,Hungary
pseudosphere,"{\displaystyle t\mapsto \left(t-\tanh {t},\operatorname {sech} \,{t}\right),\quad \quad 0\leq t<\infty }",1806-01-23T00:00:00Z,Poland
Artin–Schreier curve,{\displaystyle y^{p}-y=f(x)},1901-03-03T00:00:00Z,Austria
Yang–Mills theory,"{\displaystyle S=\int \mathrm {d} ^{d}x\,\left(-{\frac {1}{2}}\operatorname {Tr} (F^{2})\right)=\int \mathrm {d} ^{d}x\left(-{\frac {1}{4}}F^{a\mu \nu }F_{\mu \nu }^{a}\right)}",1922-10-01T00:00:00Z,Ming dynasty
Reynolds number,{\displaystyle {\mathit {Re}}={\frac {vl}{\nu }}={\frac {\rho vl}{\eta }}},1842-08-23T00:00:00Z,United Kingdom
Gibbs-Duhem equation,{\displaystyle G_{[\mu ]}=\sum _{i}n_{i}\mathrm {d} \mu _{i}+S\mathrm {d} T-V\mathrm {d} p=0},1861-06-10T00:00:00Z,France
cyclic homology,{\displaystyle HC_{n}(A)\simeq \Omega ^{n}\!A/d\Omega ^{n-1}\!A\oplus \bigoplus _{i\geq 1}H_{DR}^{n-2i}(V)},1947-04-01T00:00:00Z,France
Ford circle,"{\displaystyle {\begin{aligned}center(p,q)&=(p/q,1/(2q^{2}))\\radius(p,q)&=1/(2q^{2})\\\end{aligned}}}",1886-10-25T00:00:00Z,United States
Boyle's law,{\displaystyle P\propto {\frac {1}{V}}},1620-01-01T00:00:00Z,France
MU puzzle,{\displaystyle {\begin{aligned}x{\mathtt {I}}&\to x{\mathtt {IU}}\\{\mathtt {M}}x&\to {\mathtt {M}}xx\\x{\mathtt {III}}y&\to x{\mathtt {U}}y\\x{\mathtt {UU}}y&\to xy\end{aligned}}},1945-02-15T00:00:00Z,United States
Revised Julian Calendar,{\displaystyle \operatorname {IsLeapYear} (y)={\begin{cases}{\mathsf {false}}&y\not \equiv 0{\pmod {4}}\\{\mathsf {true}}&y\equiv 0{\pmod {4}}\land y\not \equiv 0{\pmod {100}}\\{\mathsf {false}}&y\equiv 0{\pmod {100}}\land 200\not \equiv y\not \equiv 600{\pmod {900}}\\{\mathsf {true}}&y\equiv 200{\pmod {900}}\\{\mathsf {true}}&y\equiv 600{\pmod {900}}\end{cases}}},1879-05-28T00:00:00Z,Croatia
Chern–Weil homomorphism,"{\displaystyle \mathbb {C} [{\mathfrak {g}}]^{G}\to H^{*}(M,\mathbb {C} )}",1911-10-26T00:00:00Z,People's Republic of China
Chebyshev's inequality,{\displaystyle \Pr(|X-\operatorname {E} [X]|\geq a)\leq {\frac {\operatorname {Var} [X]}{a^{2}}}},1821-05-16T00:00:00Z,Russia
Chebyshev node,{\displaystyle x_{i}=\cos \left({\frac {2i-1}{2n}}\pi \right)},1821-05-16T00:00:00Z,Russia
RSA,{\displaystyle \left(m^{e}\right)^{d}\equiv m{\pmod {n}}},1952-07-06T00:00:00Z,Israel
Mahler's inequality,{\displaystyle \prod _{k=1}^{n}(x_{k}+y_{k})^{1/n}\geq \prod _{k=1}^{n}x_{k}^{1/n}+\prod _{k=1}^{n}y_{k}^{1/n}},1903-07-26T00:00:00Z,Germany
Boyle's law,{\displaystyle PV=k},1620-01-01T00:00:00Z,France
Jeans length,{\displaystyle \lambda _{\text{J}}={\sqrt {\frac {15k_{\text{B}}T}{4\pi Gm_{\text{p}}\mu \rho }}}},1877-09-11T00:00:00Z,United Kingdom
Mark-Houwink equation,{\displaystyle [\eta ]=KM^{a}},1895-05-03T00:00:00Z,Austria
Bertrand's ballot theorem,{\displaystyle {\frac {p-q}{p+q}}},1822-03-11T00:00:00Z,France
Lax–Friedrichs method,{\displaystyle u_{t}+au_{x}=0},1926-05-01T00:00:00Z,Hungary
Green's function,"{\displaystyle \operatorname {L} \,G(x,s)=\delta (s-x)}",1793-07-14T00:00:00Z,United Kingdom
Stefan-Boltzmann constant,"{\displaystyle \sigma ={\frac {5\,454\,781\,984\,210\,512\,994\,952\,000\,000\pi ^{5}}{29\,438\,455\,734\,650\,141\,042\,413\,712\,126\,365\,436\,049}}\mathrm {W} /(\mathrm {m} ^{2}\cdot \mathrm {K} ^{4})}",1844-02-20T00:00:00Z,Austria
Chebyshev function,{\displaystyle \vartheta (x)=\sum _{p\leq x}\log p},1821-05-16T00:00:00Z,Russia
Čech cohomology,"{\displaystyle {\begin{aligned}\delta _{q}\colon C^{q}({\mathcal {U}},{\mathcal {F}})&\to C^{q+1}({\mathcal {U}},{\mathcal {F}})\\f&\mapsto \left(\sigma \mapsto \sum _{j=0}^{q+1}(-)^{j}\operatorname {res} _{|\sigma |}^{|\partial _{j}\sigma |}f(\partial _{j}\sigma )\right)\end{aligned}}}",1896-05-07T00:00:00Z,Russia
Abel–Ruffini theorem,{\displaystyle x={\frac {-b\pm {\sqrt {b^{2}-4ac\ }}}{2a}}},1765-09-22T00:00:00Z,Italy
Gibbs-Duhem equation,{\displaystyle \sum _{i}n_{i}\mathrm {d} \mu _{i}=-S\mathrm {d} T+V\mathrm {d} p},1861-06-10T00:00:00Z,France
Chebyshev rational functions,{\displaystyle R_{n}(x)\ {\stackrel {\mathrm {def} }{=}}\ T_{n}\left({\frac {x-1}{x+1}}\right)},1821-05-16T00:00:00Z,Russia
Bernstein–von Mises theorem,"{\displaystyle P(\theta |x_{1},\dots x_{n})={\mathcal {N}}(\theta _{0},n^{-1}I(\theta _{0})^{-1}){\text{ for }}n\to \infty }",1883-04-19T00:00:00Z,Ukraine
relativistic Doppler effect,{\displaystyle t={\frac {\lambda }{c-v}}={\frac {c}{(c-v)f_{s}}}={\frac {1}{(1-\beta )f_{s}}}},1803-11-29T00:00:00Z,Austria
magnetic Reynolds number,{\displaystyle {\mathit {Rm}}=vl\mu \sigma ={\frac {vl}{\nu _{\mathrm {m} }}}},1842-08-23T00:00:00Z,United Kingdom
Hellmann–Feynman theorem,{\displaystyle {\frac {\mathrm {d} E_{\lambda }}{\mathrm {d} \lambda }}=\left\langle \psi _{\lambda }\left|{\frac {\mathrm {d} {\hat {H}}_{\lambda }}{\mathrm {d} \lambda }}\right|\psi _{\lambda }\right\rangle },1903-10-14T00:00:00Z,Germany
von Bertalanffy function,{\displaystyle L(a)=L_{\infty }(1-\exp(-k(a-a_{0})))},1901-09-19T00:00:00Z,Austria
Jacobian conjecture,,1906-06-22T00:00:00Z,Germany
Q119780429,"{\displaystyle p={\frac {(2{,}0665\cdot m_{\mathrm {alc} }+E_{w})\cdot 100}{100\ g+(0{,}11\ g+0{,}9565\ g)\cdot m_{\mathrm {alc} }}}}",1805-04-21T00:00:00Z,Czech Republic
Bertrand's postulate,"{\displaystyle \forall n>3.\,\exists p.\,n<p<2n-2}",1822-03-11T00:00:00Z,France
Gelfand–Naimark theorem,{\displaystyle \pi (x)[\bigoplus _{f}\xi _{f}]=\bigoplus _{f}\pi _{f}(x)\xi _{f}},1913-09-02T00:00:00Z,Ukraine
Bertrand's postulate,"{\displaystyle \forall n>3.\,\exists p.\,n<p<2n-2}",1821-05-16T00:00:00Z,Russia
Riccati equation,"{\displaystyle y'(x)=q_{0}(x)+q_{1}(x)\,y(x)+q_{2}(x)\,y^{2}(x)}",1676-05-28T00:00:00Z,Italy
Doppler effect,{\displaystyle f=\left({\frac {c+v_{\text{r}}}{c+v_{\text{s}}}}\right)f_{0}},1803-11-29T00:00:00Z,Austria
Gegenbauer polynomials,{\displaystyle {\frac {1}{(1-2xt+t^{2})^{\alpha }}}=\sum _{n=0}^{\infty }C_{n}^{(\alpha )}(x)t^{n}},1849-02-02T00:00:00Z,Austria
pH,{\displaystyle {\mbox{pH}}=-\log _{10}[{\mbox{H}}^{+}]},1868-01-09T00:00:00Z,Denmark
Helly–Bray theorem,"{\displaystyle \int _{\mathbb {R} }g(x)\,dF_{n}(x)\quad {\xrightarrow[{n\to \infty }]{}}\quad \int _{\mathbb {R} }g(x)\,dF(x)}",1884-06-01T00:00:00Z,Austria
Peano axioms,{\displaystyle {\begin{aligned}&\exists x\not \exists y\colon y^{+}=x\\&\forall x\forall y\colon x^{+}=y^{+}\implies x=y\\&\phi (0)\land (\forall n\colon \phi (n)\implies \phi (n^{+}))\implies \forall n\colon \phi (n)\end{aligned}}},1858-08-27T00:00:00Z,Italy
Wiener–Hopf method,{\displaystyle \Phi _{+}(\alpha )={\frac {1}{2\pi i}}\int _{C_{1}}\Phi (z){\frac {dz}{z-\alpha }}},1902-04-17T00:00:00Z,Austria
Green's theorem,"{\displaystyle \iint _{S}\left({\frac {\partial F_{2}}{\partial x}}-{\frac {\partial F_{1}}{\partial y}}\right)\mathrm {d} A=\int _{\partial S}F_{1}\,\mathrm {d} x+F_{2}\,\mathrm {d} y}",1793-07-14T00:00:00Z,United Kingdom
Boltzmann number,{\displaystyle {\mathit {Bz}}={\frac {\rho vc_{p}}{\varepsilon \sigma T^{3}}}},1844-02-20T00:00:00Z,Austria
Thomae's function,"{\displaystyle f(x)={\begin{cases}{\frac {1}{q}}&{\text{if }}x={\tfrac {p}{q}}\quad (x{\text{ is rational), with }}p\in \mathbb {Z} {\text{ and }}q\in \mathbb {N} {\text{ coprime}}\\0&{\text{if }}x{\text{ is irrational.}}\end{cases}}}",1840-12-11T00:00:00Z,Germany
Hoeffding's inequality,{\displaystyle \mathbb {P} (H(n)\leq k)=\sum _{i=0}^{k}{\binom {n}{i}}p^{i}(1-p)^{n-i}},1914-06-12T00:00:00Z,Russia
Clifford algebra,"{\displaystyle \operatorname {Cliff} (V,Q)={\frac {\operatorname {T} (V)}{(v\otimes v-Q(v)\colon v\in V)}}}",1845-05-04T00:00:00Z,United Kingdom
segment addition postulate,{\displaystyle (a-b)+(b-c)=a-c},1793-11-15T00:00:00Z,France
Eötvös number,"{\displaystyle \mathrm {Eo} ={\frac {\Delta \rho \,g\,L^{2}}{\gamma }}}",1848-07-27T00:00:00Z,Hungary
Weil cohomology theory,{\displaystyle H_{i}(X)\otimes H_{\text{dR}}^{2n-i}(X)\rightarrow \mathbf {C} },1906-05-06T00:00:00Z,France
Ramsey–Cass–Koopmans model,{\displaystyle {\dot {k}}=f(k)-c-(n+g+\delta )k},1903-02-22T00:00:00Z,United Kingdom
Boyle's law,{\displaystyle P_{1}V_{1}=P_{2}V_{2}},1620-01-01T00:00:00Z,France
Reynolds electric number,{\displaystyle {\mathit {Re}}_{\mathrm {e} }={\frac {v\varepsilon _{\mathrm {e} }}{\rho _{\mathrm {e} }l\mu }}},1842-08-23T00:00:00Z,United Kingdom
Wiedemann–Franz law,{\displaystyle {\frac {\kappa }{\sigma }}=LT},1826-01-01T00:00:00Z,Germany
von Mises distribution,"{\displaystyle f(x\mid \mu ,\kappa )={\frac {e^{\kappa \cos(x-\mu )}}{2\pi I_{0}(\kappa )}}}",1883-04-19T00:00:00Z,Ukraine
Mahler volume,{\displaystyle M(B):=\mathrm {vol} (B)\mathrm {vol} (B^{\circ })},1903-07-26T00:00:00Z,Germany
Q10600771,{\displaystyle q_{NP}=2\cdot A\cdot {\sqrt {8\cdot g\cdot R_{h}\cdot I}}\cdot log_{10}\left({\dfrac {4\cdot c_{NP}\cdot R_{h}}{k_{e}}}\right)},1894-11-20T00:00:00Z,Georgia
Maxwell–Boltzmann distribution,"{\displaystyle f(v)={\sqrt {\left({\frac {m}{2\pi kT}}\right)^{3}}}\,4\pi e^{-{\frac {mv^{2}}{2kT}}}}",1844-02-20T00:00:00Z,Austria
Sobolev space,"{\displaystyle \operatorname {W} ^{s,p}(M)=\left\{f\in \operatorname {L} ^{p}(M)\colon \sum _{\mu _{1},\dots ,\mu _{k}}T^{\mu _{1},\dots ,\mu _{k}}\partial _{\mu _{1}}\cdots \partial _{\mu _{k}}f\in \operatorname {L} ^{p}(M;\mathbb {K} )\qquad \forall T\in \Gamma ^{\infty }(\mathrm {T} M^{\otimes k}),\,\|T\|\leq 1,\,k\leq s\right\}}",1908-10-06T00:00:00Z,Russia
Chern–Weil homomorphism,"{\displaystyle \mathbb {C} [{\mathfrak {g}}]^{G}\to H^{*}(M,\mathbb {C} )}",1906-05-06T00:00:00Z,France
Stefan-Boltzmann law,{\displaystyle M_{\mathrm {b} }=\sigma T^{4}},1844-02-20T00:00:00Z,Austria
Zariski tangent space,"{\displaystyle \mathrm {T} _{x}(X,{\mathcal {O}}_{X})=\hom({\mathcal {O}}_{X,x}/{\mathfrak {m}}_{x},{\mathfrak {m}}_{x}/({\mathfrak {m}}_{x})^{2})}",1899-04-24T00:00:00Z,Belarus
Pearson product-moment correlation coefficient,"{\displaystyle \rho _{X,Y}={\frac {\operatorname {cov} (X,Y)}{\sigma _{X}\sigma _{Y}}}}",1811-08-23T00:00:00Z,France
Manin triple,,1954-02-14T00:00:00Z,Ukraine
Kac–Moody algebra,"{\displaystyle {\begin{aligned}C&\in \operatorname {Mat} (n,n;\mathbb {Z} )\\C_{ii}&=2\\C_{ij}&<0\qquad (i\neq j)\\C_{ij}=0&\iff C_{ji}&=0\\{}[h_{i},h_{j}]&=0\\{}[h_{i},e_{j}]&=C_{ij}e_{j}\\{}[h_{i},f_{j}]&=-C_{ij}f_{j}\\{}[e_{i},f_{j}]&=\delta _{ij}h_{i}\\\operatorname {ad} (e_{i})^{1-C_{ij}}(e_{j})&=\operatorname {ad} (f_{i})^{1-C_{ij}}(f_{j})=0\qquad (i\neq j)\end{aligned}}}",1941-11-28T00:00:00Z,United Kingdom
Student's t-distribution,{\displaystyle f(x)={\frac {\operatorname {\Gamma } \left({\frac {\nu +1}{2}}\right)}{{\sqrt {\pi \nu }}\operatorname {\Gamma } \left({\frac {\nu }{2}}\right)}}\left(1+{\frac {x^{2}}{\nu }}\right)^{-{\frac {\nu +1}{2}}}},1876-06-13T00:00:00Z,United Kingdom
Pedoe's inequality,{\displaystyle A^{2}(b^{2}+c^{2}-a^{2})+B^{2}(a^{2}+c^{2}-b^{2})+C^{2}(a^{2}+b^{2}-c^{2})\geq 16Ff},1910-10-29T00:00:00Z,United Kingdom
divergence theorem,"{\displaystyle \iiint _{V}(\nabla \cdot {\boldsymbol {F}})\,\mathrm {d} V=\iint _{\partial V}{\boldsymbol {F}}\cdot \mathrm {d} {\boldsymbol {\sigma }}}",1801-09-24T00:00:00Z,Ukraine
Lieb's square ice constant,{\displaystyle \lim _{n\to \infty }{\sqrt[{n^{2}}]{f(n)}}=\left({\frac {4}{3}}\right)^{\frac {3}{2}}={\frac {8{\sqrt {3}}}{9}}=1.5396007\dots },1932-07-31T00:00:00Z,United States
crossed module,{\displaystyle {\begin{aligned}d\colon H&\to G\\(\cdot )\colon G&\to \operatorname {Aut} (H)\\d(g\cdot h)&=gd(h)g^{-1}\\d(h)\cdot h'&=hh'h^{-1}\end{aligned}}},1904-11-11T00:00:00Z,India
Bell state,"{\displaystyle {\frac {|00\rangle \pm |11\rangle }{\sqrt {2}}},\;{\frac {|01\rangle \pm |10\rangle }{\sqrt {2}}}}",1928-06-28T00:00:00Z,United Kingdom
Saha ionization equation,{\displaystyle {\frac {n_{i+1}n_{e}}{n_{i}}}={\frac {2}{\Lambda ^{3}}}{\frac {g_{i+1}}{g_{i}}}\exp \left[-{\frac {(\epsilon _{i+1}-\epsilon _{i})}{k_{B}T}}\right]},1893-10-06T00:00:00Z,Bangladesh
chiral algebra,{\displaystyle \mu \colon j_{*}j^{*}(E\boxtimes E)\to \Delta _{!}E},1954-02-14T00:00:00Z,Ukraine
ADM formalism,{\displaystyle g_{\mu \nu }={\begin{pmatrix}g^{ij}N_{i}N_{j}-N^{2}&N_{i}\\N_{i}&g_{ij}\end{pmatrix}}},1932-06-13T00:00:00Z,United States
Zariski topology,"{\displaystyle V(S)=\{x\in \mathbb {A} ^{n}\mid f(x)=0,\forall f\in S\}}",1899-04-24T00:00:00Z,Belarus
pure 4D N = 1 supergravity,"{\displaystyle S=\int d^{4}x\,e\left(R-{\bar {\psi }}_{\mu }\gamma ^{\mu \nu \rho }D_{\nu }\psi _{\rho }\right)}",1945-05-02T00:00:00Z,Italy
pure 4D N = 1 supergravity,"{\displaystyle S=\int d^{4}x\,e\left(R-{\bar {\psi }}_{\mu }\gamma ^{\mu \nu \rho }D_{\nu }\psi _{\rho }\right)}",1938-10-26T00:00:00Z,Netherlands
Alexander–Spanier cohomology,"{\displaystyle df(x_{0},\ldots ,x_{p})=\sum _{i}(-1)^{i}f(x_{0},\ldots ,x_{i-1},x_{i+1},\ldots ,x_{p})}",1921-08-08T00:00:00Z,United States
Kleene star,{\displaystyle V^{*}=\{\epsilon \}\cup V^{+}},1909-01-05T00:00:00Z,United States
Kleene plus,{\displaystyle V^{+}=\bigcup _{i\in \mathbb {Z} _{+}}V^{i}{\text{; where }}V^{0}=\epsilon {\text{ and }}V^{i}=V^{i-1}\mathbin {^{\frown }} V},1909-01-05T00:00:00Z,United States
completely regular space,"{\displaystyle \forall U\in \operatorname {Open} (X)\forall x\in U\exists f\in {\mathcal {C}}^{0}(X,\mathbb {R} )\colon \left(f(x)=1\land f\upharpoonright X\setminus U=0\right)}",1906-10-30T00:00:00Z,Russia
Simpson's rule,"{\displaystyle \int _{a}^{b}f(x)\,dx\approx {\tfrac {b-a}{6}}\left[f(a)+4f\left({\tfrac {a+b}{2}}\right)+f(b)\right]}",1710-08-31T00:00:00Z,United Kingdom
Mittag-Leffler function,"{\displaystyle E_{\alpha ,\beta }(z)=\sum _{k=0}^{\infty }{\frac {z^{k}}{\Gamma (\alpha k+\beta )}}}",1846-03-16T00:00:00Z,Sweden
Coulomb friction,{\displaystyle F=\mu N},1663-08-31T00:00:00Z,France
Post correspondence problem,"{\displaystyle \alpha _{i_{1}}\dotsm \alpha _{i_{K}}=\beta _{i_{1}}\dotsm \beta _{i_{K}}\qquad (\alpha _{1},\dotsc ,\alpha _{N},\beta _{1},\dotsc ,\beta _{N}\in \Sigma ^{*})}",1897-02-11T00:00:00Z,Poland
Cauchy–Schwarz inequality,"{\displaystyle |\langle \mathbf {u} ,\mathbf {v} \rangle |^{2}\leq \langle \mathbf {u} ,\mathbf {u} \rangle \cdot \langle \mathbf {v} ,\mathbf {v} \rangle }",1804-12-15T00:00:00Z,Ukraine
Radon–Riesz property,"{\displaystyle \langle x_{n}-x,x_{n}-x\rangle =\langle x_{n},x_{n}\rangle -\langle x_{n},x\rangle -\langle x,x_{n}\rangle +\langle x,x\rangle }",1880-01-22T00:00:00Z,Hungary
Lusin's theorem,"{\displaystyle f[a,b]\rightarrow \mathbb {C} }",1883-12-09T00:00:00Z,Russia
Mittag-Leffler polynomials,{\displaystyle \displaystyle (1+t)^{z}(1-t)^{-z}=\sum _{n}g_{n}(z)t^{n}},1846-03-16T00:00:00Z,Sweden
Poinsot's ellipsoid,{\displaystyle V=\sum (v_{\text{i}})},1777-01-03T00:00:00Z,France
Dunford–Pettis property,"{\displaystyle \langle e_{n},e_{n}\rangle =1}",1906-12-12T00:00:00Z,United States
analytic torsion,"{\displaystyle T(M,E)=\exp \left(\sum _{k}(-1)^{k}k\zeta _{k}^{\prime }(0)/2\right)=\prod _{k}\Delta _{k}^{-(-1)^{k}k/2}}",1924-05-03T00:00:00Z,United States
superellipse,{\displaystyle \left|{\frac {x}{a}}\right|^{n}\!+\left|{\frac {y}{b}}\right|^{n}\!=1},1795-07-22T00:00:00Z,France
Cooley–Tukey FFT algorithm,{\displaystyle X_{k}=\sum _{n=0}^{N-1}x_{n}e^{-{\frac {2\pi i}{N}}nk}},1915-06-16T00:00:00Z,United States
Stolz–Cesàro theorem,{\displaystyle \lim _{n\to \infty }{\frac {a_{n+1}-a_{n}}{b_{n+1}-b_{n}}}=\lim _{n\to \infty }{\frac {a_{n}}{b_{n}}}},1859-03-12T00:00:00Z,Italy
Cunningham number,"{\displaystyle C^{\pm }(b,n)=b^{n}\pm 1}",1842-01-01T00:00:00Z,India
Euler–Mascheroni constant,{\displaystyle \gamma =\lim _{n\to \infty }\left(\sum _{k=1}^{n}{\frac {1}{k}}-\ln n\right)},1750-05-13T00:00:00Z,Italy
Thue–Siegel–Roth theorem,{\displaystyle \left|\alpha -{\frac {p}{q}}\right|<{\frac {1}{q^{2+\varepsilon }}}},1863-02-19T00:00:00Z,Norway
Bézout's identity,{\displaystyle ax+by=d},1581-10-09T00:00:00Z,France
Hardy space,"{\displaystyle \operatorname {H} ^{p}=\left\{f\colon \{z\in \mathbb {C} \colon |z|<1\}\to \mathbb {C} \colon \sup _{r\in [0,1)}{\sqrt[{p}]{{\frac {1}{2\pi }}\oint |f(r\exp \mathrm {i} \theta )|^{p}\,\mathrm {d} \theta }}<\infty \right\}}",1880-01-22T00:00:00Z,Hungary
sure-thing principle,{\displaystyle (f\upharpoonright E=g\upharpoonright E)\land (f'\upharpoonright E=g'\upharpoonright E)\land (f\upharpoonright \lnot E=g'\upharpoonright E)\land (f'\upharpoonright \lnot E=g\upharpoonright E)\land f\preceq g\implies f'\preceq g'},1917-11-20T00:00:00Z,United States
Bell state,"{\displaystyle {\frac {|00\rangle \pm |11\rangle }{\sqrt {2}}},\;{\frac {|01\rangle \pm |10\rangle }{\sqrt {2}}}}",1928-07-28T00:00:00Z,United Kingdom
Cesàro mean,"{\displaystyle c_{n}={\frac {1}{n}}\sum _{i=1}^{n}s_{i},s_{n}=\sum _{i=1}^{n}a_{i}}",1859-03-12T00:00:00Z,Italy
